company_name,high,low,last_price,prev_close,change,percent_gain
ITI,95.00,84.10,93.00,82.65,10.35,12.52
Pidilite Ind,"2,120.00","2,010.65","2,106.65","1,999.45",107.2,5.36
Godrej Consumer,763.20,717.55,759.00,725.30,33.7,4.65
Tube Investment,"1,560.00","1,457.60","1,548.20","1,487.50",60.7,4.08
HUL,"2,202.90","2,108.15","2,195.90","2,110.45",85.45,4.05
HDFC,"2,139.85","2,062.10","2,135.25","2,052.70",82.55,4.02
Equitas Holding,85.75,81.00,84.70,81.60,3.1,3.8
JK Lakshmi Cem,412.15,389.30,404.80,390.10,14.7,3.77
Dabur India,503.10,484.60,500.80,484.60,16.2,3.34
Berger Paints,582.00,563.25,578.70,560.75,17.95,3.2
Asian Paints,"2,673.35","2,588.35","2,660.70","2,580.20",80.5,3.12
Grindwell Norto,"1,553.55","1,451.00","1,537.70","1,491.35",46.35,3.11
Kansai Nerolac,389.00,368.65,382.05,370.85,11.2,3.02
UltraTechCement,"5,347.45","5,161.80","5,333.30","5,177.30",156,3.01
Apollo Hospital,"3,825.00","3,682.90","3,811.70","3,701.25",110.45,2.98
Suprajit Eng,322.00,304.05,315.60,306.80,8.8,2.87
HDFC Bank,"1,325.00","1,294.15","1,322.15","1,289.75",32.4,2.51
Ramco Cements,602.55,575.65,597.35,582.90,14.45,2.48
Marico,487.00,473.70,484.90,473.40,11.5,2.43
Sobha,511.00,480.20,504.55,492.65,11.9,2.42
CAMS,"2,500.00","2,418.95","2,475.60","2,418.10",57.5,2.38
Wipro,417.90,404.15,414.65,405.20,9.45,2.33
JB Chemicals,"1,475.95","1,402.70","1,471.65","1,438.65",33,2.29
One 97 Paytm,654.00,619.55,644.35,630.15,14.2,2.25
Shree Cements,"18,503.50","17,865.20","18,414.00","18,045.75",368.25,2.04
Galaxy Surfacta,"2,965.00","2,855.10","2,946.95","2,888.55",58.4,2.02
Grasim,"1,321.50","1,285.00","1,316.00","1,290.05",25.95,2.01
Amber Enterpris,"2,135.50","2,043.00","2,098.85","2,058.80",40.05,1.95
Nestle,"17,022.95","16,537.55","16,967.10","16,642.40",324.7,1.95
Infosys,"1,422.35","1,382.00","1,414.15","1,387.30",26.85,1.94
Adani Green Ene,"1,764.00","1,677.05","1,743.65","1,711.25",32.4,1.89
CG Power ,170.75,162.00,169.80,166.70,3.1,1.86
Quess Corp,636.00,612.95,625.80,614.40,11.4,1.86
Gujarat Gas,430.80,410.05,419.80,412.20,7.6,1.84
Eris Life,635.00,600.30,632.70,621.70,11,1.77
CG Consumer,333.80,324.10,329.10,323.55,5.55,1.72
JM Financial,59.30,57.25,58.80,57.85,0.95,1.64
Lupin,609.95,595.00,606.80,597.60,9.2,1.54
Shilpa,413.95,391.70,407.70,401.55,6.15,1.53
Sun Pharma,813.50,794.50,805.30,793.40,11.9,1.5
Divis Labs,"3,539.95","3,452.05","3,533.55","3,481.95",51.6,1.48
Tech Mahindra,988.15,948.05,979.35,965.05,14.3,1.48
