company_name,high,low,last_price,prev_close,change,percent_gain
GNFC,535.00,500.70,515.55,455.20,60.35,13.26
CreditAccess Gr,786.90,680.00,728.95,655.75,73.2,11.16
Interglobe Avi,"2,187.05","1,985.00","2,170.10","1,974.35",195.75,9.91
NLC India,74.20,69.10,73.65,68.10,5.55,8.15
Bank of Baroda,117.20,108.25,112.95,106.55,6.4,6.01
Himadri Special,69.10,62.90,66.80,63.65,3.15,4.95
Minda Ind,"1,145.00","1,047.00","1,112.40","1,060.10",52.3,4.93
Hatsun Agro,"1,173.05","1,082.45","1,134.40","1,085.00",49.4,4.55
Blue Star,"1,072.00","1,000.10","1,053.20","1,010.90",42.3,4.18
Ratnamani Metal,"2,218.00","2,066.40","2,122.60","2,040.70",81.9,4.01
FDC,319.00,303.60,306.00,294.25,11.75,3.99
Adani Green Ene,"2,051.20","1,966.05","2,024.65","1,950.35",74.3,3.81
V-Guard Ind,224.55,217.60,222.65,214.75,7.9,3.68
Godrej Prop,"1,609.70","1,532.15","1,561.55","1,506.90",54.65,3.63
VIP Industries,696.00,643.40,670.85,648.20,22.65,3.49
MAS Financial S,728.00,628.25,680.55,659.55,21,3.18
Gulf Oil Lubric,494.80,478.00,482.15,467.40,14.75,3.16
SpiceJet,63.20,60.30,62.25,60.35,1.9,3.15
Lakshmi Machine,"11,400.00","10,820.75","11,171.20","10,835.00",336.2,3.1
Karur Vysya,55.30,52.80,54.60,53.05,1.55,2.92
Tata Elxsi,"7,700.00","7,425.00","7,640.05","7,424.80",215.25,2.9
Oil India,235.00,224.95,231.20,225.00,6.2,2.76
Sundaram-Clayto,"4,122.00","3,925.00","3,939.45","3,834.60",104.85,2.73
Hind Copper,143.00,135.40,141.45,137.70,3.75,2.72
Capri Global,619.00,580.15,590.10,574.60,15.5,2.7
Affle India,"1,380.00","1,280.05","1,292.30","1,259.20",33.1,2.63
GSFC,137.45,130.10,132.60,129.30,3.3,2.55
Vedanta,371.00,355.95,365.35,356.35,9,2.53
Narayana Hruda,679.00,644.00,660.85,645.50,15.35,2.38
Vinati Organics,"1,950.00","1,891.55","1,943.80","1,900.20",43.6,2.29
Swan Energy,169.10,164.50,168.15,164.50,3.65,2.22
Bank of India,59.40,56.20,57.75,56.50,1.25,2.21
JSW Energy,305.00,296.00,304.10,297.75,6.35,2.13
PI Industries,"2,643.95","2,549.25","2,605.05","2,552.20",52.85,2.07
Chalet Hotels,271.35,261.60,265.55,260.30,5.25,2.02
Dalmia Bharat,"1,986.45","1,922.60","1,978.60","1,940.20",38.4,1.98
Biocon,404.50,390.25,399.30,391.65,7.65,1.95
Power Grid Corp,214.30,210.00,213.65,209.70,3.95,1.88
Yes Bank,14.15,13.70,13.95,13.70,0.25,1.82
Dhani Services,158.45,151.50,156.25,153.50,2.75,1.79
Responsive Ind,215.00,198.55,201.65,198.10,3.55,1.79
Finolex Ind,184.50,180.55,183.40,180.20,3.2,1.78
Polyplex Corp,"1,928.00","1,886.00","1,922.80","1,889.55",33.25,1.76
Sundaram Fin,"2,317.65","2,211.00","2,288.95","2,250.05",38.9,1.73
PNC Infratech,301.00,294.70,299.60,294.60,5,1.7
Guj Alkali,769.70,737.00,756.25,744.00,12.25,1.65
Infibeam Avenue,44.70,43.55,43.65,42.95,0.7,1.63
Castrol,124.75,122.80,124.45,122.50,1.95,1.59
ONGC,173.30,169.20,172.10,169.60,2.5,1.47
Thermax,"2,066.00","1,965.65","2,037.55","2,008.10",29.45,1.47
HPCL,286.25,278.55,285.05,281.10,3.95,1.41
JK Lakshmi Cem,566.55,549.25,559.40,551.60,7.8,1.41
EID Parry,504.95,487.05,494.90,488.10,6.8,1.39
IWML,"1,704.90","1,661.00","1,680.60","1,657.50",23.1,1.39
Elgi Equipments,421.00,407.85,418.35,412.80,5.55,1.34
Gujarat Gas,697.65,675.00,690.35,681.25,9.1,1.34
Hind Zinc,335.90,329.70,334.05,329.65,4.4,1.33
Varroc Engineer,422.00,408.20,420.20,414.70,5.5,1.33
Thyrocare Techn,"1,008.00",955.15,981.65,969.50,12.15,1.25
Sobha,875.05,845.90,867.50,857.00,10.5,1.23
Balrampur Chini,456.90,439.30,444.10,438.75,5.35,1.22
Syngene Intl,581.40,563.75,574.45,567.55,6.9,1.22
