company_name,high,low,last_price,prev_close,change,percent_gain
Triveni Turbine,204.55,178.10,202.00,178.75,23.25,13.01
HFCL,93.45,84.55,91.85,85.35,6.5,7.62
Jamna Auto,122.60,110.55,119.75,112.05,7.7,6.87
Bharat Dynamics,444.85,410.70,437.75,411.95,25.8,6.26
Rossari,"1,375.00","1,262.00","1,343.20","1,265.15",78.05,6.17
EID Parry,521.20,486.50,517.35,488.95,28.4,5.81
Aegis Logistics,228.25,214.80,227.25,214.80,12.45,5.8
Raymond,690.90,637.00,680.25,643.40,36.85,5.73
RBL Bank,157.70,145.45,156.50,148.45,8.05,5.42
Bharat Elec,222.10,208.40,220.10,209.55,10.55,5.03
Trident,64.80,63.50,64.80,61.75,3.05,4.94
Tanla Platforms,"2,065.95","1,972.30","2,061.70","1,967.60",94.1,4.78
Suzlon Energy,12.20,11.25,12.20,11.65,0.55,4.72
JTEKT India ,101.70,93.30,97.55,93.20,4.35,4.67
Huhtamaki India,227.00,211.30,224.75,214.90,9.85,4.58
Sterling Wilson,419.40,388.85,409.65,391.90,17.75,4.53
Alok Industries,30.90,28.40,30.05,28.75,1.3,4.52
Prince Pipes,743.80,710.00,731.85,700.40,31.45,4.49
Granules India,362.40,341.20,357.60,342.40,15.2,4.44
TATA Cons. Prod,777.00,727.00,762.50,730.20,32.3,4.42
Birla Corp,"1,608.80","1,509.05","1,589.35","1,524.10",65.25,4.28
Lakshmi Machine,"10,439.95","9,600.00","10,105.00","9,690.65",414.35,4.28
Tata Inv Corp,"1,546.00","1,463.05","1,530.25","1,469.65",60.6,4.12
CreditAccess Gr,596.00,562.45,592.50,569.10,23.4,4.11
IRCTC,908.00,856.70,902.70,868.15,34.55,3.98
India Cements,259.95,242.00,254.75,245.15,9.6,3.92
Chambal Fert,470.00,448.05,468.90,451.50,17.4,3.85
SOLARA ACTIVE P,"1,149.00","1,097.10","1,134.60","1,092.95",41.65,3.81
Asahi India,579.80,550.10,576.30,556.25,20.05,3.6
Hindustan Aeron,"1,372.00","1,311.95","1,365.65","1,319.75",45.9,3.48
Redington,178.80,165.45,173.50,167.70,5.8,3.46
Container Corp,695.00,666.05,692.55,669.85,22.7,3.39
NBCC (India),53.60,51.00,53.35,51.70,1.65,3.19
Sobha,925.80,872.70,913.70,885.70,28,3.16
IWML,"1,645.00","1,566.95","1,636.00","1,586.20",49.8,3.14
PNB Housing Fin,529.00,509.00,524.15,508.50,15.65,3.08
Affle India,"1,511.00","1,418.70","1,480.30","1,436.50",43.8,3.05
TeamLease Ser.,"4,275.00","4,060.15","4,260.05","4,134.50",125.55,3.04
Karur Vysya,52.00,49.35,51.70,50.20,1.5,2.99
Oberoi Realty,981.80,935.10,973.95,945.65,28.3,2.99
Bank of Mah,21.00,20.15,20.90,20.30,0.6,2.96
BSE Limited,"2,077.00","1,988.70","2,065.60","2,006.60",59,2.94
Indo Count,269.70,260.00,267.90,260.85,7.05,2.7
Angel One,"1,340.00","1,275.50","1,322.05","1,287.80",34.25,2.66
Prestige Estate,510.00,479.00,504.45,491.40,13.05,2.66
Voltas,"1,317.30","1,262.65","1,303.65","1,270.85",32.8,2.58
GE Power India,254.90,246.00,252.85,246.55,6.3,2.56
ICICI Securitie,827.00,798.20,820.40,800.00,20.4,2.55
Varun Beverages,930.00,889.65,928.65,905.55,23.1,2.55
BEML,"1,929.80","1,841.20","1,900.50","1,855.30",45.2,2.44
Chalet Hotels,242.00,234.40,241.05,235.45,5.6,2.38
Vardhman Text,"2,715.95","2,611.00","2,689.95","2,629.10",60.85,2.31
Mahindra Holida,208.00,199.00,206.65,202.00,4.65,2.3
KEI Industries,"1,194.00","1,125.75","1,169.15","1,142.95",26.2,2.29
SKF India,"3,980.00","3,865.00","3,972.55","3,884.80",87.75,2.26
KPR Mill,769.00,735.00,756.35,739.70,16.65,2.25
Thermax,"2,079.10","1,993.00","2,065.90","2,020.65",45.25,2.24
Adani Green Ene,"1,720.50","1,637.05","1,697.95","1,661.80",36.15,2.18
Indoco Remedies,442.80,428.15,439.15,430.00,9.15,2.13
Kaveri Seed,569.40,541.50,552.60,541.15,11.45,2.12
Dhanuka Agritec,783.00,742.00,757.05,742.00,15.05,2.03
SUMITOMO,400.90,388.00,398.40,390.65,7.75,1.98
NCC,78.50,75.35,77.70,76.20,1.5,1.97
Rail Vikas,37.10,35.60,36.35,35.65,0.7,1.96
ACC,"2,374.00","2,304.75","2,358.10","2,314.15",43.95,1.9
Info Edge,"5,748.00","5,499.95","5,696.25","5,590.80",105.45,1.89
TV18 Broadcast,48.50,47.05,48.20,47.35,0.85,1.8
GMR Infra,45.95,44.25,45.35,44.55,0.8,1.8
Sunteck Realty,576.65,552.60,570.70,560.60,10.1,1.8
TCS,"3,977.00","3,860.05","3,968.15","3,897.90",70.25,1.8
Godrej Prop,"1,969.65","1,906.05","1,964.35","1,929.90",34.45,1.79
IOC,124.40,121.35,123.30,121.15,2.15,1.77
V-Mart Retail,"3,970.00","3,836.05","3,941.35","3,872.90",68.45,1.77
Godrej Agrovet,553.30,535.40,550.35,540.85,9.5,1.76
Infosys,"1,933.00","1,881.00","1,929.35","1,896.80",32.55,1.72
Bharat Forge,784.00,761.00,781.10,768.00,13.1,1.71
Ujjivan Financi,153.00,145.05,148.50,146.00,2.5,1.71
Responsive Ind,187.05,178.00,184.75,181.70,3.05,1.68
Whirlpool,"1,888.00","1,822.95","1,877.00","1,845.95",31.05,1.68
Capri Global,527.95,511.05,522.90,514.40,8.5,1.65
Atul,"10,560.00","10,228.05","10,506.55","10,338.65",167.9,1.62
Avenue Supermar,"4,344.45","4,256.15","4,322.70","4,254.60",68.1,1.6
BHEL,64.55,62.05,63.70,62.70,1,1.59
DLF,419.00,405.10,417.35,410.80,6.55,1.59
Ambuja Cements,405.00,394.20,402.70,396.40,6.3,1.59
Advanced Enzyme,334.00,327.40,332.45,327.35,5.1,1.56
Just Dial,911.90,860.05,880.55,867.00,13.55,1.56
Poly Medicure,945.00,918.20,932.95,918.80,14.15,1.54
ABB India,"2,354.00","2,290.00","2,341.55","2,306.50",35.05,1.52
KRBL,267.80,255.00,262.90,259.00,3.9,1.51
Bajaj Holdings,"5,449.00","5,310.05","5,431.15","5,353.00",78.15,1.46
Siemens,"2,401.10","2,336.40","2,394.55","2,360.10",34.45,1.46
Tata Chemicals,"1,050.30","1,002.55","1,028.75","1,014.05",14.7,1.45
Caplin Labs,869.95,837.40,853.65,841.60,12.05,1.43
NFL,58.00,56.50,57.55,56.75,0.8,1.41
Endurance Techn,"1,705.50","1,680.05","1,701.80","1,679.10",22.7,1.35
Havells India,"1,350.00","1,313.25","1,344.85","1,326.90",17.95,1.35
Sheela Foam,"3,711.95","3,571.20","3,669.30","3,620.55",48.75,1.35
Linde India,"2,625.00","2,525.00","2,586.80","2,552.80",34,1.33
Jindal Steel,421.40,408.60,418.65,413.20,5.45,1.32
Larsen,"2,049.95","2,007.00","2,044.75","2,018.40",26.35,1.31
CRISIL,"2,998.95","2,932.00","2,982.85","2,944.65",38.2,1.3
