company_name,high,low,last_price,prev_close,change,percent_gain
VIP Industries,654.90,568.25,644.15,597.10,47.05,7.88
Balaji Amines,"3,088.00","2,700.00","3,042.70","2,848.20",194.5,6.83
CG Power ,173.40,157.80,170.30,159.60,10.7,6.7
Guj Amb Exports,295.00,265.00,290.55,272.40,18.15,6.66
Prism Johnson,113.90,99.05,111.30,104.40,6.9,6.61
Adani Green Ene,"2,710.00","2,486.70","2,648.05","2,486.70",161.35,6.49
Gujarat Gas,555.00,525.05,537.40,507.05,30.35,5.99
SRF,"2,275.00","2,149.90","2,234.25","2,113.15",121.1,5.73
Kalyan Jeweller,67.70,55.15,61.45,58.45,3,5.13
Bayer CropScien,"4,648.00","4,298.50","4,560.35","4,340.80",219.55,5.06
CG Consumer,364.75,344.55,362.90,345.55,17.35,5.02
IFB Industries,910.00,836.30,899.05,857.10,41.95,4.89
Navin Fluorine,"3,969.95","3,750.00","3,946.65","3,775.75",170.9,4.53
Devyani Int,155.65,142.50,153.30,147.15,6.15,4.18
Guj State Petro,267.40,255.10,263.90,253.70,10.2,4.02
PB Fintech,614.00,560.00,590.35,568.25,22.1,3.89
Phoenix Mills,"1,059.00","1,011.00","1,055.10","1,017.05",38.05,3.74
Nuvoco Vistas,310.60,296.00,308.30,297.60,10.7,3.6
Cera Sanitary,"4,088.00","3,751.35","3,972.20","3,839.15",133.05,3.47
Zomato,56.45,50.30,54.20,52.45,1.75,3.34
Alkyl Amines,"3,050.00","2,797.00","3,011.20","2,914.80",96.4,3.31
G R Infra,"1,482.00","1,407.05","1,468.05","1,421.30",46.75,3.29
V-Guard Ind,209.70,195.15,206.85,200.60,6.25,3.12
Zensar Tech,309.95,283.65,293.90,285.40,8.5,2.98
Siemens,"2,327.00","2,250.25","2,317.40","2,250.35",67.05,2.98
Zee Entertain,241.45,229.35,239.55,232.65,6.9,2.97
Hitachi Energy,"2,944.00","2,750.10","2,914.60","2,831.55",83.05,2.93
Laurus Labs,543.80,513.25,540.90,526.40,14.5,2.75
Max Financial,743.95,711.90,721.00,702.00,19,2.71
ONGC,160.00,153.75,158.60,154.45,4.15,2.69
IIFL Finance,312.00,282.90,307.10,299.15,7.95,2.66
Allcargo,336.45,298.75,330.30,321.85,8.45,2.63
DLF,328.30,313.60,326.25,318.20,8.05,2.53
Oil India,224.20,210.75,220.50,215.25,5.25,2.44
JK Paper,309.80,291.30,305.00,297.85,7.15,2.4
Mahanagar Gas,799.00,755.95,764.60,747.20,17.4,2.33
Page Industries,"42,146.40","40,512.10","41,785.60","40,839.15",946.45,2.32
Jindal Steel,479.35,458.45,474.65,464.30,10.35,2.23
Coromandel Int,908.70,879.10,901.25,882.00,19.25,2.18
Tata Chemicals,994.25,950.10,988.35,967.35,21,2.17
Bajaj Holdings,"5,259.00","4,760.00","5,110.40","5,003.35",107.05,2.14
COFORGE LTD.,"3,767.70","3,595.00","3,721.60","3,649.30",72.3,1.98
Tata Power,229.80,219.50,226.50,222.15,4.35,1.96
Shree Renuka,46.00,40.25,44.55,43.70,0.85,1.95
APTUS VALUE,302.70,289.25,297.05,291.40,5.65,1.94
Axis Bank,676.00,655.45,672.35,659.75,12.6,1.91
ICICI Prudentia,515.55,497.70,508.10,499.00,9.1,1.82
Deepak Nitrite,"1,993.00","1,875.75","1,970.05","1,935.00",35.05,1.81
ABB India,"2,290.00","2,185.00","2,270.00","2,230.55",39.45,1.77
Dalmia Bharat,"1,460.00","1,373.60","1,447.00","1,421.80",25.2,1.77
Equitas Bank,55.85,52.75,53.50,52.60,0.9,1.71
Ajanta Pharma,"1,699.00","1,592.65","1,684.70","1,658.10",26.6,1.6
Fine Organics,"4,547.15","4,399.00","4,486.85","4,421.35",65.5,1.48
Polycab,"2,451.55","2,367.05","2,428.40","2,393.55",34.85,1.46
Godrej Prop,"1,403.00","1,321.05","1,379.80","1,360.50",19.3,1.42
Bharat Dynamics,653.90,608.45,647.10,638.10,9,1.41
MTAR Tech,"1,445.00","1,341.50","1,427.80","1,407.95",19.85,1.41
"NALCO",92.60,87.60,90.60,89.35,1.25,1.4
